/home/fonwin/f9utws/logs/20190826/omstws.log.TwsNew.x3.txt
Count=100|Abandoned=0|Rejected=0|Sending=100|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
333460|20190826033200.911013|20190826033200.911024|20190826033200.911055|11|31|6|6|2
333462|20190826033200.911016|20190826033200.911025|20190826033200.911057|9|32|3|1|2
333464|20190826033200.911022|20190826033200.911028|20190826033200.911059|6|31|6|3|2
333466|20190826033200.911027|20190826033200.911041|20190826033200.911061|14|20|5|13|2
333468|20190826033200.911033|20190826033200.911047|20190826033200.911062|14|15|6|6|1
333470|20190826033200.911038|20190826033200.911048|20190826033200.911064|10|16|5|1|2
333472|20190826033200.911045|20190826033200.911050|20190826033200.911066|5|16|7|2|2
333474|20190826033200.911051|20190826033200.911062|20190826033200.911068|11|6|6|12|2
333476|20190826033200.911056|20190826033200.911069|20190826033200.911080|13|11|5|7|12
333478|20190826033200.911059|20190826033200.911072|20190826033200.911082|13|10|3|3|2
333480|20190826033200.911065|20190826033200.911079|20190826033200.911085|14|6|6|7|3
333482|20190826033200.911070|20190826033200.911080|20190826033200.911104|10|24|5|1|19
333484|20190826033200.911074|20190826033200.911083|20190826033200.911107|9|24|4|3|3
333486|20190826033200.911080|20190826033200.911103|20190826033200.911109|23|6|6|20|2
333488|20190826033200.911084|20190826033200.911109|20190826033200.911116|25|7|4|6|7
333490|20190826033200.911087|20190826033200.911112|20190826033200.911119|25|7|3|3|3
333492|20190826033200.911099|20190826033200.911112|20190826033200.911121|13|9|12|0|2
333494|20190826033200.911106|20190826033200.911115|20190826033200.911124|9|9|7|3|3
333496|20190826033200.911112|20190826033200.911122|20190826033200.911127|10|5|6|7|3
333498|20190826033200.911116|20190826033200.911128|20190826033200.911135|12|7|4|6|8
333500|20190826033200.911119|20190826033200.911130|20190826033200.911138|11|8|3|2|3
333502|20190826033200.911126|20190826033200.911132|20190826033200.911141|6|9|7|2|3
333504|20190826033200.911131|20190826033200.911137|20190826033200.911144|6|7|5|5|3
333506|20190826033200.911135|20190826033200.911140|20190826033200.911147|5|7|4|3|3
333508|20190826033200.911142|20190826033200.911153|20190826033200.911163|11|10|7|13|16
333510|20190826033200.911146|20190826033200.911160|20190826033200.911167|14|7|4|7|4
333512|20190826033200.911150|20190826033200.911162|20190826033200.911169|12|7|4|2|2
333514|20190826033200.911157|20190826033200.911164|20190826033200.911172|7|8|7|2|3
333516|20190826033200.911162|20190826033200.911169|20190826033200.911177|7|8|5|5|5
333518|20190826033200.911166|20190826033200.911172|20190826033200.911180|6|8|4|3|3
333520|20190826033200.911171|20190826033200.911188|20190826033200.911198|17|10|5|16|18
333522|20190826033200.911176|20190826033200.911196|20190826033200.911201|20|5|5|8|3
333524|20190826033200.911180|20190826033200.911198|20190826033200.911204|18|6|4|2|3
333526|20190826033200.911183|20190826033200.911199|20190826033200.911206|16|7|3|1|2
