/home/fonwin/f9utws/logs/20190826/omstws.log.TwsNew.g5.txt
Count=10000|Abandoned=0|Rejected=0|Sending=10000|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
3725|20190826031359.802217|20190826031359.802222|20190826031359.802225|5|3|6|3|2
3727|20190826031359.802222|20190826031359.802235|20190826031359.802243|13|8|5|13|18
3729|20190826031359.802228|20190826031359.802245|20190826031359.802253|17|8|6|10|10
3731|20190826031359.802231|20190826031359.802247|20190826031359.802255|16|8|3|2|2
3733|20190826031359.802238|20190826031359.802255|20190826031359.802259|17|4|7|8|4
3735|20190826031359.802242|20190826031359.802256|20190826031359.802261|14|5|4|1|2
3737|20190826031359.802248|20190826031359.802262|20190826031359.802270|14|8|6|6|9
3739|20190826031359.802251|20190826031359.802264|20190826031359.802272|13|8|3|2|2
3741|20190826031359.802258|20190826031359.802268|20190826031359.802274|10|6|7|4|2
3743|20190826031359.802264|20190826031359.802275|20190826031359.802283|11|8|6|7|9
3745|20190826031359.802268|20190826031359.802282|20190826031359.802285|14|3|4|7|2
3747|20190826031359.802272|20190826031359.802283|20190826031359.802288|11|5|4|1|3
3749|20190826031359.802278|20190826031359.802285|20190826031359.802290|7|5|6|2|2
3751|20190826031359.802283|20190826031359.802291|20190826031359.802299|8|8|5|6|9
3753|20190826031359.802287|20190826031359.802294|20190826031359.802301|7|7|4|3|2
3755|20190826031359.802292|20190826031359.802300|20190826031359.802308|8|8|5|6|7
3757|20190826031359.802297|20190826031359.802306|20190826031359.802310|9|4|5|6|2
3759|20190826031359.802302|20190826031359.802313|20190826031359.802321|11|8|5|7|11
3761|20190826031359.802305|20190826031359.802315|20190826031359.802323|10|8|3|2|2
3763|20190826031359.802311|20190826031359.802317|20190826031359.802325|6|8|6|2|2
3765|20190826031359.802317|20190826031359.802327|20190826031359.802336|10|9|6|10|11
3767|20190826031359.802322|20190826031359.802335|20190826031359.802342|13|7|5|8|6
3769|20190826031359.802325|20190826031359.802337|20190826031359.802344|12|7|3|2|2
3771|20190826031359.802331|20190826031359.802344|20190826031359.802353|13|9|6|7|9
3773|20190826031359.802337|20190826031359.802346|20190826031359.802355|9|9|6|2|2
3775|20190826031359.802342|20190826031359.802349|20190826031359.802357|7|8|5|3|2
3777|20190826031359.802348|20190826031359.802359|20190826031359.802367|11|8|6|10|10
3779|20190826031359.802354|20190826031359.802367|20190826031359.802374|13|7|6|8|7
3781|20190826031359.802357|20190826031359.802369|20190826031359.802376|12|7|3|2|2
3783|20190826031359.802363|20190826031359.802378|20190826031359.802386|15|8|6|9|10
3785|20190826031359.802368|20190826031359.802380|20190826031359.802388|12|8|5|2|2
3787|20190826031359.802373|20190826031359.802392|20190826031359.802405|19|13|5|12|17
3789|20190826031359.802378|20190826031359.802399|20190826031359.802407|21|8|5|7|2
3791|20190826031359.802382|20190826031359.802400|20190826031359.802409|18|9|4|1|2
3793|20190826031359.802389|20190826031359.802403|20190826031359.802412|14|9|7|3|3
3795|20190826031359.802408|20190826031359.802427|20190826031359.802435|19|8|19|24|23
3797|20190826031359.802423|20190826031359.802436|20190826031359.802445|13|9|15|9|10
3799|20190826031359.802432|20190826031359.802446|20190826031359.802464|14|18|9|10|19
3801|20190826031359.802439|20190826031359.802465|20190826031359.802473|26|8|7|19|9
3803|20190826031359.802463|20190826031359.802478|20190826031359.802487|15|9|24|13|14
3805|20190826031359.802478|20190826031359.802494|20190826031359.802503|16|9|15|16|16
3807|20190826031359.802489|20190826031359.802509|20190826031359.802517|20|8|11|15|14
3809|20190826031359.802497|20190826031359.802511|20190826031359.802519|14|8|8|2|2
3811|20190826031359.802504|20190826031359.802522|20190826031359.802530|18|8|7|11|11
3813|20190826031359.802513|20190826031359.802524|20190826031359.802532|11|8|9|2|2
3815|20190826031359.802521|20190826031359.802538|20190826031359.802546|17|8|8|14|14
3817|20190826031359.802533|20190826031359.802544|20190826031359.802548|11|4|12|6|2
3819|20190826031359.802545|20190826031359.802564|20190826031359.802572|19|8|12|20|24
3821|20190826031359.802555|20190826031359.802571|20190826031359.802574|16|3|10|7|2
3823|20190826031359.802562|20190826031359.802572|20190826031359.802577|10|5|7|1|3
3825|20190826031359.802573|20190826031359.802588|20190826031359.802597|15|9|11|16|20
3827|20190826031359.802583|20190826031359.802597|20190826031359.802605|14|8|10|9|8
