/home/fonwin/f9utws/logs/20190826/omstws.log.TwsNew.g4.txt
Count=1000|Abandoned=0|Rejected=0|Sending=1000|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
337|20190826031325.527698|20190826031325.527798|20190826031325.527891|100|93
339|20190826031325.527716|20190826031325.527803|20190826031325.527894|87|91|18|5|3
341|20190826031325.527722|20190826031325.527804|20190826031325.527896|82|92|6|1|2
343|20190826031325.527727|20190826031325.527805|20190826031325.527898|78|93|5|1|2
345|20190826031325.527732|20190826031325.527805|20190826031325.527900|73|95|5|0|2
347|20190826031325.527736|20190826031325.527806|20190826031325.527902|70|96|4|1|2
349|20190826031325.527740|20190826031325.527807|20190826031325.527904|67|97|4|1|2
351|20190826031325.527744|20190826031325.527807|20190826031325.527931|63|124|4|0|27
353|20190826031325.527748|20190826031325.527808|20190826031325.527934|60|126|4|1|3
355|20190826031325.527755|20190826031325.527808|20190826031325.527936|53|128|7|0|2
357|20190826031325.527762|20190826031325.527818|20190826031325.527938|56|120|7|10|2
359|20190826031325.527766|20190826031325.527819|20190826031325.527939|53|120|4|1|1
361|20190826031325.527770|20190826031325.527819|20190826031325.527942|49|123|4|0|3
363|20190826031325.527775|20190826031325.527820|20190826031325.527943|45|123|5|1|1
365|20190826031325.527779|20190826031325.527821|20190826031325.527945|42|124|4|1|2
367|20190826031325.527786|20190826031325.527822|20190826031325.527948|36|126|7|1|3
369|20190826031325.527799|20190826031325.527822|20190826031325.527950|23|128|13|0|2
371|20190826031325.527802|20190826031325.527823|20190826031325.527951|21|128|3|1|1
373|20190826031325.527808|20190826031325.527823|20190826031325.527953|15|130|6|0|2
375|20190826031325.527813|20190826031325.527833|20190826031325.527954|20|121|5|10|1
377|20190826031325.527817|20190826031325.527834|20190826031325.527956|17|122|4|1|2
379|20190826031325.527821|20190826031325.527834|20190826031325.527958|13|124|4|0|2
381|20190826031325.527825|20190826031325.527842|20190826031325.527959|17|117|4|8|1
383|20190826031325.527829|20190826031325.527843|20190826031325.527961|14|118|4|1|2
385|20190826031325.527835|20190826031325.527861|20190826031325.527963|26|102|6|18|2
387|20190826031325.527838|20190826031325.527863|20190826031325.527967|25|104|3|2|4
389|20190826031325.527845|20190826031325.527870|20190826031325.527969|25|99|7|7|2
391|20190826031325.527849|20190826031325.527872|20190826031325.527996|23|124|4|2|27
393|20190826031325.527862|20190826031325.527877|20190826031325.527998|15|121|13|5|2
395|20190826031325.527866|20190826031325.527878|20190826031325.528000|12|122|4|1|2
397|20190826031325.527873|20190826031325.527881|20190826031325.528002|8|121|7|3|2
399|20190826031325.527879|20190826031325.527886|20190826031325.528004|7|118|6|5|2
401|20190826031325.527883|20190826031325.527888|20190826031325.528012|5|124|4|2|8
403|20190826031325.527890|20190826031325.527903|20190826031325.528014|13|111|7|15|2
405|20190826031325.527896|20190826031325.527932|20190826031325.528016|36|84|6|29|2
407|20190826031325.527899|20190826031325.527932|20190826031325.528018|33|86|3|0|2
409|20190826031325.527929|20190826031325.527935|20190826031325.528020|6|85|30|3|2
411|20190826031325.527936|20190826031325.527947|20190826031325.528021|11|74|7|12|1
413|20190826031325.527941|20190826031325.527954|20190826031325.528023|13|69|5|7|2
415|20190826031325.527945|20190826031325.527955|20190826031325.528025|10|70|4|1|2
417|20190826031325.527951|20190826031325.527957|20190826031325.528027|6|70|6|2|2
419|20190826031325.527957|20190826031325.527993|20190826031325.528029|36|36|6|36|2
421|20190826031325.527962|20190826031325.527998|20190826031325.528030|36|32|5|5|1
423|20190826031325.527994|20190826031325.528006|20190826031325.528032|12|26|32|8|2
425|20190826031325.527998|20190826031325.528010|20190826031325.528034|12|24|4|4|2
427|20190826031325.528002|20190826031325.528011|20190826031325.528035|9|24|4|1|1
429|20190826031325.528008|20190826031325.528014|20190826031325.528037|6|23|6|3|2
431|20190826031325.528015|20190826031325.528027|20190826031325.528039|12|12|7|13|2
433|20190826031325.528020|20190826031325.528035|20190826031325.528041|15|6|5|8|2
435|20190826031325.528024|20190826031325.528036|20190826031325.528056|12|20|4|1|15
437|20190826031325.528031|20190826031325.528038|20190826031325.528058|7|20|7|2|2
439|20190826031325.528037|20190826031325.528060|20190826031325.528067|23|7|6|22|9
441|20190826031325.528041|20190826031325.528070|20190826031325.528073|29|3|4|10|6
443|20190826031325.528056|20190826031325.528071|20190826031325.528076|15|5|15|1|3
445|20190826031325.528062|20190826031325.528077|20190826031325.528086|15|9|6|6|10
447|20190826031325.528066|20190826031325.528079|20190826031325.528088|13|9|4|2|2
449|20190826031325.528073|20190826031325.528085|20190826031325.528090|12|5|7|6|2
451|20190826031325.528078|20190826031325.528086|20190826031325.528092|8|6|5|1|2
453|20190826031325.528083|20190826031325.528089|20190826031325.528094|6|5|5|3|2
455|20190826031325.528089|20190826031325.528100|20190826031325.528109|11|9|6|11|15
457|20190826031325.528094|20190826031325.528107|20190826031325.528111|13|4|5|7|2
459|20190826031325.528098|20190826031325.528108|20190826031325.528113|10|5|4|1|2
461|20190826031325.528104|20190826031325.528110|20190826031325.528116|6|6|6|2|3
463|20190826031325.528110|20190826031325.528123|20190826031325.528138|13|15|6|13|22
465|20190826031325.528115|20190826031325.528125|20190826031325.528141|10|16|5|2|3
467|20190826031325.528120|20190826031325.528128|20190826031325.528143|8|15|5|3|2
469|20190826031325.528126|20190826031325.528150|20190826031325.528159|24|9|6|22|16
471|20190826031325.528144|20190826031325.528162|20190826031325.528177|18|15|18|12|18
473|20190826031325.528147|20190826031325.528164|20190826031325.528180|17|16|3|2|3
475|20190826031325.528154|20190826031325.528174|20190826031325.528182|20|8|7|10|2
477|20190826031325.528158|20190826031325.528175|20190826031325.528184|17|9|4|1|2
479|20190826031325.528165|20190826031325.528193|20190826031325.528203|28|10|7|18|19
481|20190826031325.528170|20190826031325.528196|20190826031325.528205|26|9|5|3|2
483|20190826031325.528176|20190826031325.528196|20190826031325.528207|20|11|6|0|2
485|20190826031325.528180|20190826031325.528197|20190826031325.528215|17|18|4|1|8
487|20190826031325.528190|20190826031325.528203|20190826031325.528218|13|15|10|6|3
489|20190826031325.528198|20190826031325.528225|20190826031325.528234|27|9|8|22|16
491|20190826031325.528215|20190826031325.528227|20190826031325.528236|12|9|17|2|2
493|20190826031325.528225|20190826031325.528245|20190826031325.528253|20|8|10|18|17
495|20190826031325.528239|20190826031325.528255|20190826031325.528263|16|8|14|10|10
497|20190826031325.528250|20190826031325.528264|20190826031325.528273|14|9|11|9|10
499|20190826031325.528258|20190826031325.528280|20190826031325.528289|22|9|8|16|16
501|20190826031325.528268|20190826031325.528283|20190826031325.528291|15|8|10|3|2
503|20190826031325.528277|20190826031325.528298|20190826031325.528306|21|8|9|15|15
505|20190826031325.528293|20190826031325.528305|20190826031325.528309|12|4|16|7|3
507|20190826031325.528306|20190826031325.528320|20190826031325.528329|14|9|13|15|20
509|20190826031325.528316|20190826031325.528340|20190826031325.528349|24|9|10|20|20
511|20190826031325.528337|20190826031325.528356|20190826031325.528365|19|9|21|16|16
513|20190826031325.528352|20190826031325.528382|20190826031325.528391|30|9|15|26|26
515|20190826031325.528366|20190826031325.528392|20190826031325.528400|26|8|14|10|9
517|20190826031325.528386|20190826031325.528401|20190826031325.528410|15|9|20|9|10
519|20190826031325.528399|20190826031325.528420|20190826031325.528428|21|8|13|19|18
521|20190826031325.528411|20190826031325.528427|20190826031325.528431|16|4|12|7|3
523|20190826031325.528418|20190826031325.528428|20190826031325.528433|10|5|7|1|2
525|20190826031325.528429|20190826031325.528457|20190826031325.528466|28|9|11|29|33
527|20190826031325.528452|20190826031325.528479|20190826031325.528488|27|9|23|22|22
529|20190826031325.528469|20190826031325.528482|20190826031325.528490|13|8|17|3|2
531|20190826031325.528479|20190826031325.528497|20190826031325.528505|18|8|10|15|15
533|20190826031325.528491|20190826031325.528506|20190826031325.528515|15|9|12|9|10
535|20190826031325.528502|20190826031325.528516|20190826031325.528524|14|8|11|10|9
