/home/fonwin/f9utws/logs/20190826/omstws.log.TwsNew.x5.txt
Count=10000|Abandoned=0|Rejected=0|Sending=10000|Queuing=0
ReqSNO|T0|T1|T2|(T1-T0)|(T2-T1)|T0-|T1-|T2-
336670|20190826033219.823409|20190826033219.823479|20190826033219.823536|70|57
336672|20190826033219.823427|20190826033219.823485|20190826033219.823540|58|55|18|6|4
336674|20190826033219.823442|20190826033219.823486|20190826033219.823542|44|56|15|1|2
336676|20190826033219.823458|20190826033219.823487|20190826033219.823544|29|57|16|1|2
336678|20190826033219.823463|20190826033219.823508|20190826033219.823546|45|38|5|21|2
336680|20190826033219.823467|20190826033219.823510|20190826033219.823547|43|37|4|2|1
336682|20190826033219.823470|20190826033219.823510|20190826033219.823549|40|39|3|0|2
336684|20190826033219.823480|20190826033219.823511|20190826033219.823553|31|42|10|1|4
336686|20190826033219.823484|20190826033219.823512|20190826033219.823569|28|57|4|1|16
336688|20190826033219.823487|20190826033219.823518|20190826033219.823572|31|54|3|6|3
336690|20190826033219.823491|20190826033219.823519|20190826033219.823574|28|55|4|1|2
336692|20190826033219.823506|20190826033219.823520|20190826033219.823575|14|55|15|1|1
336694|20190826033219.823514|20190826033219.823521|20190826033219.823577|7|56|8|1|2
336696|20190826033219.823520|20190826033219.823526|20190826033219.823579|6|53|6|5|2
336698|20190826033219.823524|20190826033219.823536|20190826033219.823581|12|45|4|10|2
336700|20190826033219.823535|20190826033219.823547|20190826033219.823583|12|36|11|11|2
336702|20190826033219.823541|20190826033219.823568|20190826033219.823585|27|17|6|21|2
336704|20190826033219.823545|20190826033219.823569|20190826033219.823587|24|18|4|1|2
336706|20190826033219.823551|20190826033219.823572|20190826033219.823589|21|17|6|3|2
336708|20190826033219.823571|20190826033219.823584|20190826033219.823591|13|7|20|12|2
336710|20190826033219.823577|20190826033219.823591|20190826033219.823599|14|8|6|7|8
336712|20190826033219.823580|20190826033219.823594|20190826033219.823601|14|7|3|3|2
336714|20190826033219.823588|20190826033219.823598|20190826033219.823604|10|6|8|4|3
336716|20190826033219.823595|20190826033219.823606|20190826033219.823615|11|9|7|8|11
336718|20190826033219.823599|20190826033219.823612|20190826033219.823626|13|14|4|6|11
336720|20190826033219.823603|20190826033219.823613|20190826033219.823644|10|31|4|1|18
336722|20190826033219.823609|20190826033219.823643|20190826033219.823651|34|8|6|30|7
336724|20190826033219.823630|20190826033219.823651|20190826033219.823659|21|8|21|8|8
336726|20190826033219.823645|20190826033219.823654|20190826033219.823661|9|7|15|3|2
336728|20190826033219.823649|20190826033219.823656|20190826033219.823664|7|8|4|2|3
336730|20190826033219.823655|20190826033219.823670|20190826033219.823688|15|18|6|14|24
336732|20190826033219.823661|20190826033219.823676|20190826033219.823690|15|14|6|6|2
336734|20190826033219.823665|20190826033219.823677|20190826033219.823693|12|16|4|1|3
336736|20190826033219.823672|20190826033219.823692|20190826033219.823696|20|4|7|15|3
336738|20190826033219.823692|20190826033219.823704|20190826033219.823713|12|9|20|12|17
336740|20190826033219.823698|20190826033219.823714|20190826033219.823723|16|9|6|10|10
336742|20190826033219.823701|20190826033219.823717|20190826033219.823725|16|8|3|3|2
336744|20190826033219.823708|20190826033219.823725|20190826033219.823728|17|3|7|8|3
336746|20190826033219.823712|20190826033219.823726|20190826033219.823731|14|5|4|1|3
336748|20190826033219.823717|20190826033219.823731|20190826033219.823739|14|8|5|5|8
336750|20190826033219.823721|20190826033219.823733|20190826033219.823742|12|9|4|2|3
336752|20190826033219.823728|20190826033219.823736|20190826033219.823749|8|13|7|3|7
336754|20190826033219.823734|20190826033219.823747|20190826033219.823752|13|5|6|11|3
336756|20190826033219.823740|20190826033219.823754|20190826033219.823762|14|8|6|7|10
336758|20190826033219.823743|20190826033219.823756|20190826033219.823764|13|8|3|2|2
336760|20190826033219.823752|20190826033219.823758|20190826033219.823767|6|9|9|2|3
336762|20190826033219.823758|20190826033219.823768|20190826033219.823776|10|8|6|10|9
336764|20190826033219.823763|20190826033219.823775|20190826033219.823779|12|4|5|7|3
336766|20190826033219.823766|20190826033219.823776|20190826033219.823781|10|5|3|1|2
336768|20190826033219.823772|20190826033219.823779|20190826033219.823784|7|5|6|3|3
336770|20190826033219.823778|20190826033219.823790|20190826033219.823798|12|8|6|11|14
336772|20190826033219.823783|20190826033219.823799|20190826033219.823810|16|11|5|9|12
336774|20190826033219.823787|20190826033219.823801|20190826033219.823812|14|11|4|2|2
336776|20190826033219.823793|20190826033219.823809|20190826033219.823815|16|6|6|8|3
336778|20190826033219.823797|20190826033219.823811|20190826033219.823817|14|6|4|2|2
336780|20190826033219.823802|20190826033219.823816|20190826033219.823823|14|7|5|5|6
336782|20190826033219.823806|20190826033219.823818|20190826033219.823825|12|7|4|2|2
336784|20190826033219.823812|20190826033219.823825|20190826033219.823830|13|5|6|7|5
336786|20190826033219.823818|20190826033219.823826|20190826033219.823832|8|6|6|1|2
336788|20190826033219.823822|20190826033219.823829|20190826033219.823835|7|6|4|3|3
336790|20190826033219.823827|20190826033219.823840|20190826033219.823861|13|21|5|11|26
336792|20190826033219.823833|20190826033219.823860|20190826033219.823867|27|7|6|20|6
336794|20190826033219.823836|20190826033219.823862|20190826033219.823869|26|7|3|2|2
336796|20190826033219.823843|20190826033219.823868|20190826033219.823872|25|4|7|6|3
336798|20190826033219.823856|20190826033219.823869|20190826033219.823874|13|5|13|1|2
336800|20190826033219.823861|20190826033219.823870|20190826033219.823876|9|6|5|1|2
336802|20190826033219.823866|20190826033219.823872|20190826033219.823884|6|12|5|2|8
336804|20190826033219.823872|20190826033219.823884|20190826033219.823891|12|7|6|12|7
336806|20190826033219.823877|20190826033219.823893|20190826033219.823901|16|8|5|9|10
336808|20190826033219.823880|20190826033219.823895|20190826033219.823904|15|9|3|2|3
336810|20190826033219.823887|20190826033219.823901|20190826033219.823906|14|5|7|6|2
336812|20190826033219.823890|20190826033219.823902|20190826033219.823908|12|6|3|1|2
336814|20190826033219.823897|20190826033219.823904|20190826033219.823911|7|7|7|2|3
336816|20190826033219.823902|20190826033219.823910|20190826033219.823915|8|5|5|6|4
336818|20190826033219.823906|20190826033219.823913|20190826033219.823918|7|5|4|3|3
336820|20190826033219.823911|20190826033219.823919|20190826033219.823927|8|8|5|6|9
336822|20190826033219.823915|20190826033219.823922|20190826033219.823930|7|8|4|3|3
336824|20190826033219.823920|20190826033219.823929|20190826033219.823933|9|4|5|7|3
336826|20190826033219.823924|20190826033219.823932|20190826033219.823935|8|3|4|3|2
336828|20190826033219.823930|20190826033219.823938|20190826033219.823946|8|8|6|6|11
336830|20190826033219.823934|20190826033219.823942|20190826033219.823949|8|7|4|4|3
336832|20190826033219.823940|20190826033219.823948|20190826033219.823952|8|4|6|6|3
336834|20190826033219.823944|20190826033219.823951|20190826033219.823954|7|3|4|3|2
336836|20190826033219.823950|20190826033219.823956|20190826033219.823964|6|8|6|5|10
336838|20190826033219.823954|20190826033219.823960|20190826033219.823967|6|7|4|4|3
336840|20190826033219.823959|20190826033219.823972|20190826033219.823980|13|8|5|12|13
336842|20190826033219.823964|20190826033219.823979|20190826033219.823983|15|4|5|7|3
336844|20190826033219.823968|20190826033219.823980|20190826033219.823985|12|5|4|1|2
336846|20190826033219.823975|20190826033219.823982|20190826033219.823987|7|5|7|2|2
336848|20190826033219.823980|20190826033219.823989|20190826033219.823997|9|8|5|7|10
336850|20190826033219.823984|20190826033219.824031|20190826033219.824040|47|9|4|42|43
336852|20190826033219.823992|20190826033219.824034|20190826033219.824042|42|8|8|3|2
336854|20190826033219.823995|20190826033219.824035|20190826033219.824045|40|10|3|1|3
336856|20190826033219.823998|20190826033219.824036|20190826033219.824047|38|11|3|1|2
336858|20190826033219.824009|20190826033219.824040|20190826033219.824049|31|9|11|4|2
336860|20190826033219.824025|20190826033219.824041|20190826033219.824051|16|10|16|1|2
336862|20190826033219.824033|20190826033219.824042|20190826033219.824053|9|11|8|1|2
336864|20190826033219.824038|20190826033219.824053|20190826033219.824062|15|9|5|11|9
336866|20190826033219.824046|20190826033219.824073|20190826033219.824082|27|9|8|20|20
336868|20190826033219.824064|20190826033219.824076|20190826033219.824084|12|8|18|3|2
336870|20190826033219.824073|20190826033219.824086|20190826033219.824094|13|8|9|10|10
336872|20190826033219.824086|20190826033219.824110|20190826033219.824119|24|9|13|24|25
336874|20190826033219.824105|20190826033219.824118|20190826033219.824121|13|3|19|8|2
336876|20190826033219.824119|20190826033219.824130|20190826033219.824138|11|8|14|12|17
336878|20190826033219.824125|20190826033219.824146|20190826033219.824154|21|8|6|16|16
336880|20190826033219.824132|20190826033219.824148|20190826033219.824157|16|9|7|2|3
336882|20190826033219.824143|20190826033219.824163|20190826033219.824172|20|9|11|15|15
336884|20190826033219.824158|20190826033219.824180|20190826033219.824189|22|9|15|17|17
336886|20190826033219.824167|20190826033219.824183|20190826033219.824191|16|8|9|3|2
336888|20190826033219.824172|20190826033219.824208|20190826033219.824216|36|8|5|25|25
336890|20190826033219.824176|20190826033219.824210|20190826033219.824218|34|8|4|2|2
336892|20190826033219.824184|20190826033219.824211|20190826033219.824221|27|10|8|1|3
336894|20190826033219.824207|20190826033219.824221|20190826033219.824230|14|9|23|10|9
